Progress,Duration (in seconds),Finished,UserLanguage,consent,Trolley1 ,TTrolley1_First Click,TTrolley1_Last Click,TTrolley1_Page Submit,TTrolley1_Click Count,Q204,Q205_First Click,Q205_Last Click,Q205_Page Submit,Q205_Click Count,Q206,Q207_First Click,Q207_Last Click,Q207_Page Submit,Q207_Click Count,Q208,Q209_First Click,Q209_Last Click,Q209_Page Submit,Q209_Click Count,TrolleySelfSacrifice,TTrolleySelfSacr_First Click,TTrolleySelfSacr_Last Click,TTrolleySelfSacr_Page Submit,TTrolleySelfSacr_Click Count,TrolleyFatMan,TTrolleyFatMan_First Click,TTrolleyFatMan_Last Click,TTrolleyFatMan_Page Submit,TTrolleyFatMan_Click Count,TrolleySelfOrOther,TTrolleySelfOrOther_First Click,TTrolleySelfOrOther_Last Click,TTrolleySelfOrOther_Page Submit,TTrolleySelfOrOther_Click Count,SurDem,Q177_First Click,Q177_Last Click,Q177_Page Submit,Q177_Click Count,ReasonSurDem,SurDemAut,Q178_First Click,Q178_Last Click,Q178_Page Submit,Q178_Click Count,ReasonSurDemAut,SurGen,Q179_First Click,Q179_Last Click,Q179_Page Submit,Q179_Click Count,ReasonSurGen,SurDemAutFuture,Q180_First Click,Q180_Last Click,Q180_Page Submit,Q180_Click Count,ReasonSurDemAutFutur,TimeVPS_First Click,TimeVPS_Last Click,TimeVPS_Page Submit,TimeVPS_Click Count,VirtualPublicSearch,TimeVSSur_First Click,TimeVSSur_Last Click,TimeVSSur_Page Submit,TimeVSSur_Click Count,VirtualSecretSurv,TimeVSS_First Click,TimeVSS_Last Click,TimeVSS_Page Submit,TimeVSS_Click Count,VirtualSecretSearch,TimePSSur_First Click,TimePSSur_Last Click,TimePSSur_Page Submit,TimePSSur_Click Count,PhysicalSecretSur ,TimePSS_First Click,TimePSS_Last Click,TimePSS_Page Submit,TimePSS_Click Count,PhysicalSecretSearch,TimePPS_First Click,TimePPS_Last Click,TimePPS_Page Submit,TimePPS_Click Count,PyhicalPublicSearch,TimingPrivacyComp_First Click,TimingPrivacyComp_Last Click,TimingPrivacyComp_Page Submit,TimingPrivacyComp_Click Count,PrivacyComparison_1,PrivacyComparison_2,PrivacyComparison_3,TimingFreeTextCompt_First Click,TimingFreeTextCompt_Last Click,TimingFreeTextCompt_Page Submit,TimingFreeTextCompt_Click Count,FreeTextComp,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6_4_TEXT,Q11_First Click,Q11_Last Click,Q11_Page Submit,Q11_Click Count,Q130_1,Q130_2,feedback,mobile
100,1175,True,EN,I consent,No,17.984,17.984,19.256,1,No,21.43,21.43,22.568,1,No,18.093,18.093,19.067,1,No,32.47,32.47,35.825,1,No,3.232,33.694,35.059,8,No,32.798,32.798,33.826,1,No,2.523,87.409,88.486,11,Yes,17.221,57.719,58.828,15,,Yes,8.506,49.552,54.477,9,"I support this software built, but we should have some law about the data privacy and the level of accessing, using and sharing the data",No,10.241,10.241,11.369,1,,Yes,0.829,33.978,35.257,5,"It is a trade-off when the government has the privilege to access the data and becomes arbitrary. But with that, we can protect children and prevent the bad things in the future",42.511,42.511,43.982,1,Yes,3.401,7.179,7.662,4,No,5.828,25.672,26.816,7,No,1.737,44.372,45.301,6,No,2.624,26.038,29.057,10,Yes,4.742,5.663,8.552,2,Yes,9.821,18.22,22.288,3,3,3,3,3.327,3.327,20.951,1,I think they are same,2.654,64.496,66.019,21,,4.977,23.844,25.251,4,Agree completely,Agree completely,,no
100,1299,True,DE,I consent,No,19.384,19.384,19.89,1,No,15.777,16.281,17.04,2,No,53.604,85.167,85.819,2,No,105.922,105.922,106.58,1,No,51.239,51.239,52.39,1,No,10.764,10.764,11.541,1,No,51.322,74.899,116.712,3,No,22.548,22.548,23.057,1,Prosecutors do not (possibly can not) differentiate the severity of crime as well as the severity of cutting into personal rights. They (must) see the world in legal and criminal. So when does one become an inconvenient person - may it be merely a distinguished opinion?,No,17.436,17.436,17.956,1,"Within a viable society, people take care of each other and know whom their kids as well as their friends stay in contact with.",No,7.608,7.608,8.367,1,"Digital devices may render crime easier to commit, but in the end, crime will adapt to any circumstances, even if it means returning to business behind closed doors.",No,21.528,21.528,21.953,1,"No tax has ever been reverted and no restriction to human as well as constitutional rights has ever been lifted. If constitutions had a mandatory rollback mechanism for security laws not part of the constitution, this answer would be different.",10.137,10.137,11.872,1,Yes,4.633,4.633,5.282,1,No,4.445,4.445,4.928,1,No,20.262,20.262,21.435,1,Yes,8.58,8.58,12.169,1,No,40.373,40.373,41.01,1,Yes,9.077,26.909,27.383,11,3,3,3,0.894,38.629,42.47,7,"Durchsuchbarkeit, Durchsuchungsgeschwindigkeit, unüberwindbarkeot von Sicherheitsmaßnahmen",2.804,38.013,44.645,20,,5.659,5.659,7.727,1,Agree completely,Agree completely,,yes
100,1277,True,EN,I consent,Yes,18.163,18.163,19.487,1,Yes,10.349,10.349,32.295,1,No,13.621,13.621,15.176,1,Yes,8.261,8.261,9.513,1,Yes,10.216,10.216,11.849,1,Yes,50.357,50.357,56.449,1,"Yes, onto the track with myself",21.174,21.174,23.591,1,Yes,28.876,28.876,32.527,1,"If the state is truly democratic, we can lobby to change the ruling bodies or remove the software",No,39.535,39.535,71.703,1,"In the autocratic country, the software can be misused to instead call the activists as child predators instead. It is hard for me personally to trust one single individual/entity with that much power. It becomes too subjective with respect to the ruler. I might have agreed with this when the human population was in 100 thousands or a few millions.",No,10.624,10.624,14.946,1,"Digital privacy is important, the government or owners of the surveillance software end up with too much power than they can be trusted with. Ethical issues rise with the definition of a digital crime as well, where the governing bodies can make extreme definitions to limit freedom of speech. There is no ideal secure system, so having the surveillance info at one place/or accessible from one place also makes it a surefire target for other criminals.",Yes,41.626,41.626,43.341,1,"Well. If the country is going to become autocratic, my decision doesn't really matter, in history we see that the countries would take over complete control and surveillance of all communications regardless.

So while it is democratic, lets use the software for catching child predators.",7.458,7.458,9.353,1,Yes,4.467,8.141,11.236,2,No,17.183,17.183,18.519,1,Yes,22.269,22.269,23.389,1,Yes,5.882,5.882,6.971,1,No,5.946,5.946,10.459,1,Yes,18.041,35.491,36.697,4,3,4,3,3.81,3.81,141.107,1,"There is more private information stored in the phones now. Unlike before we don't have phonebooks, physical albums of people close to us, or keep some password book. Even if we have guests over, we would be okay with the roaming around our residence, but not our phones.

The only exception would bodily exposure.",3.157,20.877,22.253,5,,3.285,3.285,4.555,1,Agree completely,Agree completely,,no
100,1382,True,EN,I consent,Yes,17.308,18.024,18.518,2,Yes,29.232,29.232,39.487,1,Yes,28.915,29.666,50.762,2,Yes,17.637,17.637,23.591,1,Yes,16.164,16.164,16.877,1,Yes,27.521,27.521,28.281,1,"Yes, onto the track with the other person",74.534,74.534,77.297,1,Yes,43.289,94.076,94.997,4,Abused child may never have a good life because of the trauma.,No,27.875,55.711,59.214,6,I came from a dictator country and saw that with these controls they kept the power and thousands of people are being killed by them every month. ,No,15.235,15.235,17.025,1,Most of Digital crimes with education can be prevented. But lack of privacy can make everyone uncomfortable ,No,28.868,61.163,62.455,6,As I said in my country thousands of people including children are being killed every month and because of these controls whoever wants to change something will be found and arrested or killed. Also last year 200 children committed suicide in my country and lost their life.,11.147,11.147,14.883,1,Yes,14.025,14.025,18.595,1,No,29.775,29.775,33.386,1,No,9.772,9.772,12.158,1,No,9.57,13.363,13.903,2,No,29.129,29.129,36.299,1,Yes,27.558,56.961,57.864,8,3,4,3,7.05,7.05,72.434,1,It is just feelings,8.221,74.729,76.574,17,,1.502,6.296,7.39,2,Agree somewhat,Agree somewhat,,yes
100,1183,True,EN,I consent,Yes,32.802,32.802,33.551,1,Yes,30.701,30.701,31.388,1,Yes,66.561,66.561,70.941,1,Yes,40.796,40.796,41.564,1,No,28.185,28.185,30.187,1,Yes,20.604,20.604,21.407,1,"Yes, onto the track with the other person",98.373,98.373,99.374,1,Yes,27.848,27.848,35.024,1,Saving the upcoming generation is important ,No,42.85,42.85,44.188,1,It’s not fair ,No,20.682,20.682,21.277,1,Because privacy is important to me ,Yes,120.014,120.014,121.217,1,,60.025,60.025,60.945,1,No,12.868,12.868,13.703,1,No,26.954,26.954,27.855,1,No,24.117,37.498,38.119,3,No,9.231,9.231,9.897,1,No,4.019,4.019,4.685,1,No,7.794,59.732,61.973,22,3,3,3,13.03,174.814,174.824,11,,1.334,56.171,56.977,17,,5.963,5.963,6.582,1,Neutral,Agree somewhat,,yes
100,1320,True,EN,I consent,Yes,44.432,44.432,45.872,1,No,9.734,9.734,13.251,1,No,16.016,16.016,17.981,1,Yes,20.136,20.136,23.18,1,Yes,10.998,12.256,15.27,2,Yes,46.88,46.88,48.488,1,"Yes, onto the track with myself",73.594,85.501,87.053,3,No,29.387,29.387,36.441,1,I mean there really is no difference to the case with an authoritative country if I am the one making the decision. the reasoning would be the same,No,53.37,53.37,56.794,1,"I would focus on finding the source of the material distribution rather than preventing its spread. the trust of citizens is an important factor so I would not give it up even in the context of an authoritative country to rule more efficiently. I am sure there are other ways. However, to be honest, it might also be partially a matter of principle and personal position regarding the surveillance",No,24.348,24.348,27.184,1,A matter of personal position I guess. I would try finding other ways to solve the problem,No,38.995,38.995,59.655,1,"same reasoning as before. However, now I am getting concerned that I might have misread the previous question",30.306,30.306,31.897,1,Yes,6.037,25.012,36.822,4,Yes,24.471,24.471,38.314,1,Yes,11.433,11.433,13.928,1,Yes,6.848,6.848,9.418,1,Yes,11.358,11.358,17.401,1,Yes,18.831,31.369,34.016,3,3,3,3,2.029,73.546,75.954,2,"people feel more freedom on the internet and may exhibit a different behaviour from what they usually do, search for suspicious stuff for different reasons etc",6.412,45.825,48.068,6,,8.795,8.795,11.779,1,Agree somewhat,Agree completely,I think some of the questions require quite some time to ponder over and consider all the details and moral implications. I might have been rushing things sometimes even though I was definitely not the fastest person in the room to answer all of them,no
100,1400,True,EN,I consent,Yes,77.066,77.066,77.976,1,Yes,11.503,47.129,48.423,3,Yes,4.952,32.479,33.456,2,Yes,44.226,44.226,45.501,1,No,11.549,38.454,69.256,4,Yes,22.678,22.678,23.601,1,"Yes, onto the track with the other person",3.599,38.568,40.58,2,Yes,19.091,19.091,19.936,1,Because I want to protect the children who are the future of a land against norms and negative points,Yes,2.079,49.784,50.684,2,Because I want to protect the children who are the future of a land against norms and negative points.,No,10.304,28.492,29.045,2,Becase after a short time all power may be in the hands of one person,No,29.99,29.99,30.666,1,Because in this situation the life of the people us more important and they can make thr other application in future.,2.36,31.642,34.101,6,Yes,21.04,21.605,22.167,2,No,59.449,59.449,60,1,No,1.595,12.867,14.844,2,No,23.084,23.084,23.889,1,No,13.203,13.203,13.901,1,Yes,19.461,93.595,94.447,12,4,4,4,15.58,113.354,113.947,3,In residence situation person can hidden somthing easily but in second one that is not possible because of the technology in analisys.,2.194,77.858,78.348,18,,6.681,7.301,9.16,2,Neutral,Agree completely,,yes
100,1315,True,EN,I consent,Yes,21.465,21.465,23.616,1,No,24.535,24.535,26.178,1,Yes,18.274,18.274,19.559,1,No,16.818,21.215,22.104,4,No,30.421,30.421,32.508,1,Yes,15.913,15.913,17.39,1,"Yes, onto the track with the other person",22.325,22.325,23.948,1,Yes,63.259,63.259,71.5,1,,No,5.147,46.034,47.41,2,"
Supporting such surveillance software would inherently involve condoning its use in an autocratic context where it could be exploited to suppress dissent and violate human rights. Protecting children from abuse is essential, but enabling a tool that facilitates repression in authoritarian regimes undermines fundamental democratic principles and risks enabling systemic human rights abuses.",No,5.931,30.461,31.994,2,"
Such a system would sacrifice fundamental rights to privacy and could lead to widespread abuse of power, undermining the principles of a free and democratic society.",No,17.911,109.372,110.912,3,"The fundamental rights to privacy and freedom of expression are essential pillars of a democratic society. Allowing pervasive surveillance sets a dangerous precedent and opens the door to potential abuse by authorities, jeopardizing these liberties.",14.856,69.636,70.809,3,Yes,18.574,24.894,26.124,2,No,78.311,144.297,145.664,2,No,11.464,11.464,12.988,1,No,9.197,9.197,10.655,1,No,11.65,11.65,12.897,1,No,20.612,29.774,32.431,3,2,2,2,4.894,63.294,100.239,4,"Physical vs. Digital Space, Technological Complexity, ",6.623,50.684,52.559,7,,7.917,33.346,35.179,2,Agree somewhat,Agree somewhat,,no
100,1432,True,DE,I consent,No,22.904,22.904,23.754,1,No,33.067,33.067,34.214,1,No,14.362,14.362,17.064,1,No,66.862,66.862,67.973,1,No,13.086,13.086,14.151,1,No,69.944,69.944,70.89,1,No,64.938,66.17,67.369,2,No,11.477,11.477,12.442,1,Privatsphäre ist in menschenrecht und daher möchte ich dies haben.,No,35.065,35.065,35.785,1,Nein weil das automatische Land damit potenziell Aktivisten ausspähen könnte,No,9.566,9.566,10.169,1,Privatsphäre ist ein Menschenrecht und damit möchte ich diese haben ,No,13.931,13.931,14.544,1,Nein weil das Land droht autokratisch zu werden und somit eine Nachfolgeregierung dieses Instrument missbrauchen könnte.,12.686,12.686,14.555,1,Yes,6.75,8.216,9.051,2,Yes,8.232,8.232,18.146,1,Yes,5.102,5.102,5.779,1,No,2.447,2.447,3.144,1,No,6.462,6.462,8.253,1,No,4.113,39.861,41.033,8,2,4,5,11.469,175.545,185.9,56,"Bei wohnraum merken das die betroffene person, weil Objekte etc. verschoben und damit Spuren hinterlassen wurden. Bei computer ist das nicht der Fall.",2.294,35.807,36.82,21,,2.298,3.857,3.885,3,Agree completely,Agree completely,"Bei der Frage zum Zug hab ihr gesagt, dass es wahrscheinlich ist das Personen überfahren werden. Dieses wahrscheinlich rechtfertigte nicht für mich Über Leben and Tod zu entscheiden.",no
100,1419,True,EN,I consent,Yes,17.3,17.3,23.929,1,No,25.984,25.984,29.45,1,No,27.061,27.061,34.646,1,No,19.479,24.361,26.819,2,No,18.665,19.756,21.45,2,Yes,16.169,16.169,18.199,1,"Yes, onto the track with the other person",72.815,72.815,75.573,1,No,96.714,96.714,102.551,1,"At democratic country, there should be a choice ",Yes,56.328,68.858,70.682,3,"There is no much of a difference
",Yes,56.394,56.394,60.565,1,"In such situation, there will be a new type society and that might help to progress for our community",No,51.691,51.691,70.032,1,"If the government is democratic, there still should be a choice",9.981,9.981,13.079,1,Yes,32.392,39.553,42.326,7,Yes,20.796,25.287,26.396,3,No,11.067,12.215,27.948,2,No,8.584,9.383,12.358,2,No,19.246,19.246,20.695,1,Yes,24.361,60.96,65.5,8,3,4,4,1.645,57.616,90.21,5,Physical privacy should be more preserved rather than virtual privacy,9.311,94.369,98.457,7,,8.278,8.278,10.554,1,Agree somewhat,Agree completely,,no
100,1156,True,EN,I consent,Yes,15.37,15.37,20.305,1,No,1.33,21.642,22.346,2,No,11.87,12.653,12.677,2,Yes,24.141,24.141,24.946,1,No,84.914,85.879,86.744,2,Yes,14.314,14.314,15.486,1,"Yes, onto the track with the other person",30.239,31.318,32.458,2,Yes,23.428,23.428,24.35,1,,No,40.132,42.114,43.754,2,Since I’m coming from a autocratic country I can’t support this software since I’ve witnessed the impact on the lives of tree activists,No,27.911,27.911,28.732,1,Crimes happening for a reason. It’s better to solve the roots of the crime than put the minds and acts in a surveillanced cage,No,53.234,53.234,56.046,1,Predators always will find a way to do crime but normal users will be restricted,19.857,20.857,21.412,2,No,12.603,12.603,13.441,1,No,11.028,11.028,11.862,1,No,12.218,12.218,13.071,1,No,6.989,8.24,8.844,2,No,128.523,128.523,129.259,1,Yes,8.518,44.045,45.875,4,1,1,2,2.166,20.653,74.589,2,Smartphones are digital treasuries so surely you can’t store weapons of mass destruction in them ,5.305,42.841,43.948,13,,10.44,10.44,11.197,1,Agree somewhat,Agree somewhat,,yes
100,1372,True,EN,I consent,No,51.181,51.181,56.734,1,No,49.126,49.126,50.716,1,No,21.864,21.864,27.681,1,Yes,23.438,25.315,31.231,3,Yes,31.757,31.757,35.922,1,No,1.939,27.221,31.023,9,"Yes, onto the track with myself",44.67,44.67,46.962,1,No,1.656,70.585,72.344,25,"there should be a law, that activists should not be monitored",No,9.891,43.523,48.251,17,The work of activists is important,No,2.281,26.149,38.944,12,"there should be digital privacy, because otherwise people suppressed by state laws would have not really save communication anymore",No,1.673,23.595,24.692,14,,6.261,11.367,17.037,12,Yes,8.4,8.4,14.744,1,Yes,2.583,9.558,15.174,6,Yes,2,21.97,23.135,13,Yes,4.003,6.562,14.335,5,Yes,1.757,13.907,21.647,7,Yes,3.007,47.91,55.127,13,2,2,3,2.485,61.75,61.76,15,,1.67,86.297,95.15,19,,11.188,11.188,12.625,1,Agree somewhat,Agree somewhat,,no
100,1654,True,EN,I consent,Yes,13.49,13.49,14.453,1,No,1.503,30.907,33.201,2,No,1.132,30.884,33.243,3,Yes,31.528,50.564,51.871,2,Yes,13.518,19.083,20.193,3,Yes,27.964,27.964,29.036,1,"Yes, onto the track with myself",39.757,40.372,41.881,2,No,46.521,46.521,55.8,1,"As before, if the knowledge that it could be used maliciously for creating negative impact on innocent people that disagree with the state is public knowledge, it can cast reasonable doubt on the software and evidence and let the real criminals to get away with it. ",No,78.972,79.87,80.501,2,"The ability to use this software for its intended use to catch these criminals does not outweigh the drawback of being able to incriminate and frame innocent people.

Also, knowing that it can be used for incriminating innocent people could cast enough reasonable doubt for the real criminals to not to be convicted in court of the crimes that they did commit.",No,91.206,96.038,97.094,4,"It would stop all digital crimes, but it will not prevent crimes outside of the digital world being committed. For example, with no digital privacy, all personal identifiable information would be public knowledge. 

Therefore, what is there stopping someone who strongly disagrees with me due to an online opinion I post to come to my registered adress and beat me up?",No,18.872,18.872,21.401,1,There should be a kill switch or safeguard to shut it down in cases it is not being used as intended.,12.786,12.786,14.152,1,Yes,6.658,6.658,10.025,1,No,7.521,8.53,10.472,2,No,10.961,10.961,11.596,1,Yes,5.659,5.659,7.875,1,No,11.877,11.877,13.18,1,Yes,6.964,36.783,38.397,10,1,5,5,9.197,50,50.581,7,There should be no difference as both can be used in the same way to incriminate you.,3.7,29.229,32.166,20,,12.385,12.385,29.6,1,Agree completely,Agree completely,,yes
100,1647,True,EN,I consent,Yes,69.429,97.2,100.451,3,Yes,24.959,52.2,59.501,3,No,25.053,51.1,57.752,2,Yes,23.901,23.901,24.9,1,Yes,26.705,56.201,57.159,3,No,24.95,97.801,103.364,4,"Yes, onto the track with myself",25.929,33.286,34.289,2,Yes,24.507,58.8,59.867,3,,Yes,24.554,40.5,41.581,3,,Yes,24.434,43.201,44.193,2,"I think we have been compromising privacy since the beginning. Even though being monitored seems really bad, if it solves 100% of the cyber crimes then it should be worth it.",Yes,24.725,63.633,71.502,2,,16.776,16.776,17.477,1,Yes,13.601,13.601,14.683,1,No,24.101,24.101,24.8,1,Yes,16.6,16.6,18.877,1,No,24.84,40.395,41.092,2,Yes,24.698,31.801,32.701,2,Yes,24.883,93.501,94.2,8,2,4,4,212.354,280.655,314.156,3,"Digital space vs living space. 
",11.62,61.401,62.366,14,,13.2,13.2,14.065,1,Neutral,Agree somewhat,,yes
100,1689,True,DE,I consent,Yes,1.076,30.864,31.6,5,Yes,0.691,66.896,67.8,16,No,1.222,40.949,42.201,5,Yes,1.12,25.5,26.401,5,Yes,1.084,14.419,15.156,5,Yes,1.002,43.496,44.3,9,"Yes, onto the track with myself",0.953,122.524,124.386,19,Yes,0.821,46.813,47.868,13,Still thinking the well-being of a child is more important.,Yes,0.998,43.864,44.6,8,To protect children ist an important issue. People could also use other ways to communicate their dissatisfaction with the goverment,Yes,0.616,22.062,23.201,8,"Assuming that the state only forces laws that are for the good of the people, people don't have to fear any punishment if they stick to the rules and crime can bei punished easier.",Yes,0.666,53.693,54.601,15,Still children have to be protected and in this case it's only a chance that the state becomes autocratic.,0.678,17.432,18.901,9,Yes,8.388,16.625,17.59,6,Yes,7.564,11.768,12.538,4,Yes,0.955,13.183,14.101,6,No,0.706,20.48,22.101,8,No,0.992,26.359,27.3,6,Yes,1.056,73.46,74.501,26,4,5,5,2.46,110.121,110.878,26,I think the physical touch of private possesion is a big difference,2.156,63.408,65.301,29,,1.187,37.814,38.4,7,Agree completely,Agree completely,"I'm still unsure if the train goes off-track in the train questions, does people die inside the train or is the train empty?",no
100,521,True,EN,I consent,Yes,2.982,28.532,29.091,7,No,1.923,3.188,3.566,2,No,0.701,7.083,8.672,3,No,1.643,6.347,7.002,2,Yes,1.43,14.445,15.003,3,Yes,1.254,8.071,11.002,4,"Yes, onto the track with the other person",1.344,10.907,12.826,2,No,1.749,19.158,19.755,6,Liberty over security ,No,1.578,13.074,13.674,5,Liberty over security ,No,1.73,6.835,7.201,4,Liberty over security ,No,2.077,50.428,51.069,17,Liberty over security,1.558,30.204,30.801,7,No,2.072,9.172,9.898,3,Yes,3.083,4.769,5.852,2,Yes,1.497,5.058,7.001,3,Yes,1.3,5.231,6.301,2,Yes,2.138,3.235,4.286,2,Yes,2.312,86.454,87.298,28,2,2,2,1.567,36.803,37.325,5,Digital life overweights real life nowadays ,3.655,43.19,47.136,21,,8.693,15.244,15.801,3,Agree completely,Agree somewhat,,no
100,1288,True,DE,I consent,No,29.268,29.268,31.095,1,No,52.027,52.027,53.149,1,No,7.326,7.326,8.067,1,Yes,21.814,21.814,23.379,1,No,63.776,64.503,64.963,2,No,33.246,33.246,34.273,1,No,9.486,9.486,10.282,1,No,35.745,35.745,38.878,1,das Land ist nicht mehr demokratisch und es könnte jedes Smartphone in diesem Fall überwacht werden abgesehen vom Grund.,No,34.196,34.196,35.48,1,"woher sollte man es wissen, dass Kindermissbrauch dadurch beendet wird und alle schuldigen gefangen werden?
Ich halte es für eine Methode um jeden unter Überwachung zu setzen.",No,14.748,14.748,17.143,1,"es könnte zu einem zu eingeschränkten Leben führen, weil man sich ständig das Gefühl hat, überwacht zu sein ",No,122.001,122.001,123.854,1,,13.559,13.559,14.89,1,No,9.727,9.727,19.569,1,No,11.95,11.95,12.697,1,No,33.389,33.389,34.545,1,No,12.43,12.43,14.715,1,No,60.656,60.656,62.436,1,No,21.55,46.742,48.587,3,3,2,2,18.505,18.505,18.508,1,,3.142,44.598,47.721,6,,53.217,53.217,54.766,1,Agree somewhat,Agree completely,,no
100,2020,True,EN,I consent,Yes,17.302,17.51,18.655,2,No,12.615,12.615,13.301,1,No,19.95,19.95,21.43,1,Yes,13.607,13.607,15.768,1,Yes,5.407,5.407,6.031,1,No,72.569,72.569,74.533,1,"Yes, onto the track with myself",20.696,82.08,83.892,3,No,13.184,13.184,14.027,1,Check previous answers. 'Democratic' states have a history of exporting mass murder and surveillance tools to apartheid and genocidal regimes. Check the Lavender AI system,No,20.599,20.599,21.434,1,"Adding more power to an already powerful state apparatus with modern weaponry that is able to decimate any civilian uprising is the stupidest idea I have ever heard. Plus religiously I can not accept mass surveillance at any cost. For every child saved from abuse due to surveillance, thousands would be orphaned and massacred at some point at some place in tne world",No,7.324,7.324,8.278,1,Previous answers. ,No,19.701,19.701,20.477,1,"The potential damages that could arise from an autocratic state with mass means of murder, control, and imprisonment far outweighs the risk that individuals or small organizations could pose. I see the modern state even the most democratic ones as the ultimate power holder in society. Those managing any modern democratic state have more power and control over education and economy more than pre-modern state regime, I.e pre Treaty of Westphalia and industrialization. Giving even more power, this time the most dangerous of all- knowledge, to governments is equivalent to a upgrading from servant to slave status.  I don't know about you but I am a free person thank you very much.",8.95,8.95,10.1,1,Yes,3.424,3.674,4.57,2,No,2.804,3.963,7.835,2,No,2.457,2.457,3.22,1,No,7.458,15.083,18.568,2,No,5.084,5.084,7.956,1,Yes,12.051,26.381,26.859,4,4,1,3,5.581,57.639,58.4,2,You can Excercises some degree of caution over what you save and share on your cellphone. Doing the same in your house speciqlly with a family is harder,3.024,27.073,65.39,16,,2.431,2.431,4,1,Agree completely,Agree completely,Modern states can be abstracted into an abstract state that can then be examined. You don't need to overcomplicate the survey by introducing biases over the nature of states,yes
100,1833,True,DE,I consent,Yes,19.237,19.237,24.45,1,No,77.07,77.07,79.493,1,No,49.09,49.09,52.52,1,Yes,6.76,6.76,13.07,1,No,90.221,90.221,93.242,1,No,40.041,40.041,43.166,1,"Yes, onto the track with the other person",141.838,141.838,145.945,1,Yes,43.647,43.647,46.52,1,"ich finde wen die Aktivisten gegen die demokartie sind ist das ok.
Alerdings wenn es eher aus Inhaltilchen grunden ist Tierschutz oder Renten ... und dann eher nicht, das würgt dann aber auch nicht mehr so als hätten sie Meinungs freiheit (das in meinen Augen zu dimokratie gehört)",No,33.583,33.583,77.372,1,neine ich sehe es als wichtig das sich das Mensche für ihre Moralvorstellungen einstehen können ohne schneller verfolgt zu werden für eine besser Zukumft,Yes,13.039,13.039,15.129,1,"Eher ja, jedoch wäre es sehr wünschenswert das z.b: gesuntheits Daten nicht weiter gegeben werden an versicherungen etc. oder das diese daten nicht Digital behandelt werden",No,66.655,66.655,68.184,1,ich hoffe es gibt noch andere möglichkeiten Leute zu ergreifen und es ist wichtig das Menschen die freiheiten zu erhalten und sich gegen seher schlechten moral vorstellungen zu verbunden das wenn ein Gruppe die an die Macht kommte die alle in Menschen unterdruckten. Gefühlt könnten mehr unterdruckt und geschadet werden.,12.814,12.814,98.874,1,Yes,23.865,23.865,25.76,1,Yes,37.067,37.067,38.363,1,Yes,53.087,53.087,56.143,1,Yes,21.999,21.999,23.479,1,Yes,37.381,37.381,41.086,1,Yes,20.421,59.278,70.938,3,3,5,5,25.381,102.308,104.155,4,"Das man sich im Wohnraum geschutzt fühlen soll und es al Ruckzugzort nihmt wo 'keiner reinkommt',
PC etc kann man jedezeit weg werfen ohnen größren auf wannd.",4.426,104.175,113.411,7,,13.252,13.252,50.467,1,Agree completely,Agree completely,,no
100,1900,True,DE,I consent,No,95.535,95.535,96.45,1,No,154.203,154.203,155.395,1,No,65.105,65.105,66.62,1,Yes,30.009,30.009,33.089,1,Yes,45.979,45.979,46.986,1,No,31.318,31.318,34.595,1,"Yes, onto the track with myself",9.16,9.16,10.377,1,Yes,13.619,13.619,14.337,1,"Ich halte die Demokratie auch wenn sie Ihre Probleme hat als bester Regierungsform an und sehe kein Problem solange aktivisten Überwacht werden, wenn diese allein für Ihre politische Meinung überwacht werden.
",Yes,50.268,50.268,63.484,1,Ich vertraue dem demokratischen System.,Yes,1.266,13.945,162.438,3,Wenn der Zugriff auf diese Daten streng von Strafbehörden nur zugegriffen werden kann bzw. wenn medizinisch kritische Daten nicht an krankenkassen bzw. jegliche Personen weitergeleitet werden... Ansonsten Nein ,No,188.26,188.26,188.874,1,"Es sollte weitere Möglichkeiten geben, welche nicht potenziell einen Größeren Anteil an der Bevölkerung schaden könnte.",92.86,94.271,95.338,3,Yes,21.824,21.824,22.501,1,Yes,33.116,33.416,34.363,2,Yes,51.446,53.679,54.088,6,Yes,0.375,26.341,41.21,2,Yes,35.217,35.217,42.251,1,Yes,19.722,57.392,64.854,6,3,5,3,1.086,1.086,109.509,1,"Smartphones/Computer hat man als kleines Kind beigebracht wurden das es ""unsicher"" ist und man beacht agieren soll. Das Zuhause wirkt sicherer bzw. hat diesen hintergedanken nicht.",6.299,67.088,109.044,10,,0.917,45.921,46.817,3,Agree completely,Agree completely,,no
